date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.2952318268549607,4.295844466341988,167.03915306783125
2011-01-01 01:00:00,1.5533237205769859,7.191319757754062,199.705638916663
2011-01-01 02:00:00,1.6419264943759204,6.807192047918947,206.76669004519297
2011-01-01 03:00:00,1.7398194185683833,7.623684291736625,228.01856760513203
2011-01-01 04:00:00,1.02469570715594,5.720457649150696,153.2606704878028
2011-01-01 05:00:00,0.9831975037100964,4.414760428701445,129.35962210506452
2011-01-01 06:00:00,0.8416494787046872,4.334531853555525,142.9005462349658
2011-01-01 07:00:00,0.82977209795697,4.155683222946705,125.86873888363232
2011-01-01 08:00:00,0.781947085987992,3.362216850350367,99.54455356668343
2011-01-01 09:00:00,0.7783836191269347,3.0881234945250293,92.3659019554896
2011-01-01 10:00:00,0.9963139963418824,4.429679492741441,128.05160021510395
2011-01-01 11:00:00,1.2069147922758154,4.66744810045466,128.42554502765947
2011-01-01 12:00:00,1.5861519915993911,6.491475783159361,166.76158117974683
2011-01-01 13:00:00,2.168911843088579,8.981071133013083,236.6047814521048
2011-01-01 14:00:00,1.919591405741473,8.496215534188561,219.12688711618318
2011-01-01 15:00:00,1.5659984079672036,6.464913562799296,172.6749683782054
2011-01-01 16:00:00,1.9083712509055983,8.119562218835322,196.9075168986136
2011-01-01 17:00:00,2.266978874896629,10.193486861613765,273.82503080507
2011-01-01 18:00:00,3.5376844077863465,14.289053101803567,425.00049078750453
2011-01-01 19:00:00,2.495399924749179,11.12711170061529,315.005832188163
2011-01-01 20:00:00,1.667484530132553,6.8731478693072505,203.5529788666274
2011-01-01 21:00:00,1.8856108465629409,7.731180942568464,232.88012832955746
2011-01-01 22:00:00,1.6161024558193398,5.866536443879222,173.77265304577026
2011-01-01 23:00:00,1.222639613521586,5.066865144394507,143.96874306937332
2011-01-02 00:00:00,1.2986649511039023,5.3171755976745985,156.60666431123704
2011-01-02 01:00:00,0.979090731439371,4.766933034911025,140.01877960833673
2011-01-02 02:00:00,0.9613551974792135,3.746960577051164,117.49021002495087
2011-01-02 03:00:00,0.9764253844043376,4.334004697155241,129.64126348100132
2011-01-02 04:00:00,0.8778004985024531,3.6505817136176084,111.91329206366174
2011-01-02 05:00:00,0.667616754439484,3.4092203887537647,101.94367318026372
2011-01-02 06:00:00,0.6895073045882777,3.0300841830064877,89.91264854420407
2011-01-02 07:00:00,0.7642435633831096,3.277362564869958,92.65037416384736
2011-01-02 08:00:00,0.7612175315295794,3.045047779483628,90.34853933561166
2011-01-02 09:00:00,0.7966999592947243,4.449600675881351,129.7280686973943
2011-01-02 10:00:00,1.0058585251348373,4.707789944183421,135.46310005469186
2011-01-02 11:00:00,1.6588169089060432,6.598573549828611,187.3598456785708
2011-01-02 12:00:00,1.8485494839724645,7.658187800450795,213.27801006588507
2011-01-02 13:00:00,2.159827582733349,9.018779088407907,249.88911349693663
2011-01-02 14:00:00,2.079245416171484,8.102866058453712,242.853289633033
2011-01-02 15:00:00,1.5491735289056225,6.644792640157581,155.84907280721455
2011-01-02 16:00:00,2.291539757994951,10.253686700841431,269.67511029375714
2011-01-02 17:00:00,1.9350165296569064,7.294324609017076,212.2692610710007
2011-01-02 18:00:00,2.0386743361163457,8.878050270219848,237.07906972649087
2011-01-02 19:00:00,2.715276233039574,11.70055894258372,300.3740212642425
2011-01-02 20:00:00,2.694049334662133,11.400368413523038,300.78918714341387
2011-01-02 21:00:00,2.4997924498248643,0.06587795443166035,149.75305787487426
2011-01-02 22:00:00,1.6927851475510098,0.06690368364176344,113.27642353273279
2011-01-02 23:00:00,1.7937882402293366,0.06195488496642687,112.64428175995818
2011-01-03 00:00:00,1.4976948810657098,0.09746180310221221,90.89972808341814
2011-01-03 01:00:00,1.1406902128229244,0.18086577195989714,86.07623509315593
2011-01-03 02:00:00,1.260751572841826,0.33402450756585345,95.51558835177559
2011-01-03 03:00:00,1.3455697441922405,0.11581953577396564,97.400699107399
2011-01-03 04:00:00,1.185771839578992,0.1664197257862949,93.71124612424916
2011-01-03 05:00:00,1.2085782459994916,0.10698698962824509,105.22852507560611
2011-01-03 06:00:00,1.4861524693510573,0.08989692663370796,101.28712148336088
2011-01-03 07:00:00,1.6342679867984606,0.1217343278583922,107.42937641491127
2011-01-03 08:00:00,1.7544471030950435,0.08151740287648583,104.41949070204477
2011-01-03 09:00:00,1.9723392523912482,0.14956457648576488,110.72272222416998
2011-01-03 10:00:00,1.7283295282839326,0.08191993926960629,105.81615717820996
2011-01-03 11:00:00,1.900196020377979,0.07755588636228229,109.17822955694034
2011-01-03 12:00:00,2.232478707676884,0.10908039248857035,131.8278357413086
2011-01-03 13:00:00,1.933899571462852,0.129331228794817,110.22747353516483
2011-01-03 14:00:00,2.030774427228038,0.07583369140176188,114.01651223029604
2011-01-03 15:00:00,1.9143347863846358,0.07046829653625997,105.34549818870771
2011-01-03 16:00:00,2.3399198279507454,0.11025626221488292,126.662069668681
2011-01-03 17:00:00,2.0181356060649267,0.07629534387515405,110.05264072721086
2011-01-03 18:00:00,1.7077788284524682,0.11280007389210829,86.52281562987815
2011-01-03 19:00:00,1.5870608458861577,0.06969509325019889,95.59339724879491
2011-01-03 20:00:00,1.6389642354739649,0.11261398951750588,84.02416130674668
2011-01-03 21:00:00,2.3191609930028876,0.0814269241364722,114.62728213058361
2011-01-03 22:00:00,1.650860413453621,0.07782130639727096,104.01290548157536
